0013;1002;5031523333;4;4946577258605927;4133123699785865
0013;1009;5031025297;5;5643259629022805;4571626337151869
0013;1011;5039461241;5;5194954046988511;5336055714567568
0013;1021;5054247833;5;4249253188148649;4930373833115182
0013;1028;5011865813;3;4893968472717900;48044710494937578
0013;1035;5054146518;2;5117887616045633;57762610183714443
0013;1048;5026253253;4;4311042298023511;5752135243493567
0013;1066;5012697568;5;5393933428820951;5934213722283644
0013;1067;5071967335;1;5689576435150195;4805753411513531
0013;1108;5034578699;5;5566604949107253;5956494489912611
0013;1110;5019166929;5;4169082936014665;5937919833528212
0013;1132;5073854207;6;5144255245142739;4445395962247588
0013;1166;5054257456;2;4459654968793253;4900239547246682
0013;1173;5040421951;2;4836502756569435;4615997795676158
0013;1177;5026713144;6;4825436350783505;5800075672377576
0013;1183;5054868230;3;5354312122287170;5995481779577152
0013;1190;5038301065;5;4868183437614388;49304410428396825
0013;1197;5034236948;4;4450782422147754;4269413388825929
0013;1208;5054683002;1;4150688365725131;5659074794963826
0013;1218;5062912409;2;5171262013230858;4557666818389662
0013;1229;5031079924;5;4660198528488686;5384971771228169
0013;1248;5058579474;1;5216216292370704;56758010152632971
0013;1256;5061107749;1;5664745021208253;5371481117858635
0013;1268;5091829216;6;4893472265813387;4285181336892228
0013;1270;5080529464;3;4943074163354821;49095910534264732
0013;1271;5095077515;3;5390172580696232;5343001995451185
0013;1284;5081905896;2;5385663595586052;4611907743149541
0013;1290;5027641755;3;4804844400534537;5095543922567928
0013;1295;5046761335;1;4249956444493541;5948787561754815
0013;1314;5084207655;2;4755184220114600;4776886678664987
0013;1324;5063857859;6;5452224135508188;5695136118368561
0013;1333;5060870466;4;4444453651202071;5534693899791626
0013;1333;5072546272;3;5674962979346535;5361715298228579
0013;1343;5090309957;1;4618508583800281;4117426257275955
0013;1358;5074091280;1;4326227262014170;5371897496226472
0013;1363;5038735083;6;5814592537942425;5506384513479367
0013;1368;5044320511;1;4914063723860944;5996562599125363
0013;1382;5032837978;2;5269217341280834;5479424875955775
0013;1390;5011128542;1;5798012454661511;5725576155319695
0013;1393;5025061359;6;5394718862729783;4418565715126563
0013;1393;5030772983;1;5457271986443827;4379467577958644
0013;1396;5068588655;5;5832522100452002;5412631998567212
0013;1410;5078337194;3;4283887830454528;4906033155296712
0013;1412;5019335852;3;5801796525791956;4480185198451526
0013;1436;5016984858;3;4610965246050308;4390214364837773
0013;1505;5078790694;1;4956806655546142;4571321226843442
0013;1509;5034389060;1;4591633153575819;5994459323496692
0013;1510;5042895578;1;5820825609730419;5648346143533496
0013;1526;5074654259;4;5348604535479094;4876627948684191
0013;1544;5014901240;4;4959142911621391;5756579537819562
0013;1548;5027550071;4;5023813991680825;4871348736636886
0013;1556;5043708627;2;5256482845829504;5582422193886831
0013;1561;5014404193;1;4232479585198481;5343149957494671
0013;1565;5042927844;4;5775808151010917;5483552292721377
0013;1570;5025687270;3;4767229867678595;5915028422888974
0013;1581;5098828931;4;5842512909868140;52429010851894429
0013;1592;5048828498;6;4584534536947921;46235610476624673
0013;1593;5069228419;4;5596235720093093;5143848957711527
0013;1603;5051650574;6;4717293736544444;5700735614488529
0013;1605;5083318307;2;5184923831479701;4823708611627197
0013;1610;5012554070;1;4414072470385531;55329010614546952
0013;1613;5088885474;6;4163454737571122;5675449947555793
0013;1614;5046413585;5;5492132308268867;5634148726223188
0013;1625;5025462350;5;4161055979876254;4738752491939682
0013;1628;5047763962;4;5634186525085558;4539359688625161
0013;1634;5072290949;1;5632294249291033;5260767769495877
0013;1663;5069990837;3;5019154834776278;5197237594885399
0013;1680;5054161664;5;5117188913736026;5741877338885669
0013;1714;5079589971;6;5305014930937764;5058538557229925
0013;1716;5069125635;6;4433825199558751;5729018818257498
0013;1721;5052637120;1;5664858367524898;4170319191951651
0013;1764;5091913000;2;4912353498005136;5289447612817334
0013;1766;5092391470;5;4686028995775556;4888857596199915
0013;1793;5027536096;6;4575024457332681;4507336133121781
0013;1808;5030152491;2;5331051453225169;5883795632642546
0013;1809;5093231156;2;4931347977182191;4327434793343884
0013;1821;5029048239;4;5277987502697990;52768010968333873
0013;1827;5069150614;2;5465021545641789;4950782997117624
0013;1844;5098616118;2;4904736886356919;4769583344261285
